"Response"	"Predictor"	"Sum.Sq"	"PctExp"	"Df"	"Fval"	"Pval"	"R.adj"
"nodule_number_per_plant"	"Genotype"	1745576.75654695	66.3023333114901	15	7.03981647659137	1.31398978916162e-07	"0.591878407666146"
"nodule_number_per_plant"	"Replicate"	126772.737886637	4.81521553872952	4	1.91725343559736	0.123565596010944	"NA"
"nodule_number_per_plant"	"Residual"	760403.637113363	28.8824511497804	46	NA	NA	"NA"
"nodule_number_per_plant"	"Type"	1113513.92574023	42.2946577253126	3	14.9635144483152	2.50433178818986e-07	"0.38758755245611"
"nodule_number_per_plant"	"Replicate"	80544.0401754633	3.05930849384793	4	0.811769310444428	0.522800735023161	"NA"
"nodule_number_per_plant"	"Residual"	1438695.16563126	54.6460337808394	58	NA	NA	"NA"
"average_area_per_nodule"	"Genotype"	0.000779991689109016	61.1218755789931	15	4.90554536509136	2.80148766138226e-05	"0.509916446147821"
"average_area_per_nodule"	"Replicate"	7.2128140451972e-05	5.65212077001169	4	1.70111363057121	0.168797982988897	"NA"
"average_area_per_nodule"	"Residual"	0.000424005423010761	33.2260036509952	40	NA	NA	"NA"
"average_area_per_nodule"	"Type"	0.000313081458535043	24.5337562205666	3	6.37051192148506	0.000926622933433839	"0.242608425166143"
"average_area_per_nodule"	"Replicate"	0.000111189916647051	8.71308803136465	4	1.69685078013735	0.164800816883306	"NA"
"average_area_per_nodule"	"Residual"	0.000851853877389656	66.7531557480687	52	NA	NA	"NA"
"total_nodulated_area_per_plant"	"Genotype"	47.462677865535	84.6553834269715	15	22.5600803750675	6.98019539905499e-15	"0.852403964904569"
"total_nodulated_area_per_plant"	"Replicate"	2.99284914793896	5.33810571910094	4	5.33463241785797	0.00153927480805176	"NA"
"total_nodulated_area_per_plant"	"Residual"	5.61022562289436	10.0065108539275	40	NA	NA	"NA"
"total_nodulated_area_per_plant"	"Type"	34.1205057268445	60.858017813733	3	32.7823205145414	4.8952903163314e-12	"0.634902492700038"
"total_nodulated_area_per_plant"	"Replicate"	3.90436115212403	6.96389679711777	4	2.81342588496763	0.0345169975928894	"NA"
"total_nodulated_area_per_plant"	"Residual"	18.0408857573998	32.1780853891492	52	NA	NA	"NA"
"total_biomass_per_plant"	"Genotype"	15.8300866429694	80.0914163159533	18	17.6503418236137	6.20133000969331e-18	"0.785721166356985"
